sampleName,drilling_program,Site,Site_edited,Latitude,Longitude,sampleID_new,modernWaterDepth,sampleDepth,Sample Age (Ma),reported_Temp,reported_T_method,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren',BITindex,dataType_level2,"Geological Age
(Name)",Source,duplicate_Datasets,incomplete_GDGT_fractions,detectionLimit_check,Source2,DOI
Alsenz2013_Aderet1_65,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00065,#N/A,559,81.32,#N/A,SST-TEX86H,0.3955,0.113,0.165,0.0595,0.1051,0.162,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_66,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00066,#N/A,565.07,81.93,31.5982,SST-TEX86H,0.1749,0.0546,0.0815,0.0308,0.5648,0.0933,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_67,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00067,#N/A,576.75,83.11,32.1863,SST-TEX86H,0.1662,0.0566,0.0803,0.0392,0.5424,0.1154,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_68,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00068,#N/A,581.85,83.62,31.2752,SST-TEX86H,0.2199,0.0544,0.0818,0.0294,0.5313,0.0832,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_69,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00069,#N/A,585.9,84.03,31.8775,SST-TEX86H,0.1358,0.0497,0.0803,0.0268,0.6189,0.0885,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_70,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00070,#N/A,591,84.55,32.5231,SST-TEX86H,0.1188,0.0482,0.0716,0.0245,0.6207,0.1163,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_Aderet1_71,Israel-onshore,Aderet 1,Aderet 1,31.6541,34.9916,RR00071,#N/A,595,84.95,33.2265,SST-TEX86H,0.1,0.045,0.0727,0.0275,0.6278,0.1269,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_01,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00072,#N/A,3.8,70.36,28.1931,SST-TEX86H,0.2631,0.0932,0.1139,0.0345,0.4215,0.0738,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_02,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00073,#N/A,4.6,70.41,25.5084,SST-TEX86H,0.3297,0.091,0.081,0.0292,0.4151,0.054,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_03,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00074,#N/A,5.6,70.46,28.6815,SST-TEX86H,0.2445,0.0873,0.1115,0.0327,0.4478,0.0762,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_04,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00075,#N/A,6,70.49,26.7723,SST-TEX86H,0.2765,0.0919,0.0886,0.0283,0.4438,0.071,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_05,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00076,#N/A,6.2,70.5,28.1305,SST-TEX86H,0.2579,0.0883,0.1039,0.0315,0.4449,0.0736,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_06,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00077,#N/A,10.2,70.68,29.3736,SST-TEX86H,0.2363,0.0742,0.0979,0.0279,0.4859,0.0779,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_07,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00078,#N/A,11.4,70.71,26.56,SST-TEX86H,0.3073,0.0881,0.1056,0.0299,0.4282,0.0409,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_08,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00079,#N/A,16,70.83,27.6409,SST-TEX86H,0.2791,0.0742,0.0772,0.0283,0.4804,0.0609,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_09,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00080,#N/A,18.2,70.89,26.2889,SST-TEX86H,0.2492,0.0707,0.0595,0.0313,0.5425,0.0468,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_10,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00081,#N/A,18.6,70.9,26.3657,SST-TEX86H,0.2722,0.0834,0.078,0.0278,0.4807,0.0579,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_11,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00082,#N/A,22,70.98,27.3764,SST-TEX86H,0.2761,0.0898,0.0877,0.0293,0.4385,0.0786,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_12,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00083,#N/A,27.6,71.11,27.8177,SST-TEX86H,0.2503,0.0788,0.0833,0.0281,0.4907,0.0687,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_13,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00084,#N/A,31.6,71.19,27.3383,SST-TEX86H,0.2637,0.0813,0.086,0.03,0.4786,0.0604,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_14,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00085,#N/A,31.8,71.2,26.9803,SST-TEX86H,0.2959,0.0835,0.0845,0.0277,0.4461,0.0623,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_15,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00086,#N/A,33.6,71.23,27.2863,SST-TEX86H,0.2818,0.0829,0.0855,0.0284,0.4565,0.065,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_16,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00087,#N/A,34,71.24,26.3213,SST-TEX86H,0.325,0.0873,0.0868,0.0273,0.417,0.0566,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_17,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00088,#N/A,37,71.4,27.3612,SST-TEX86H,0.2998,0.0732,0.0668,0.0278,0.4679,0.0646,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_18,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00089,#N/A,37.6,71.43,30.0088,SST-TEX86H,0.2272,0.0711,0.0971,0.0318,0.4896,0.0833,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_19,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00090,#N/A,43.2,71.69,27.2332,SST-TEX86H,0.2717,0.0834,0.0858,0.0294,0.4662,0.0636,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_20,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00091,#N/A,43.4,71.69,26.6283,SST-TEX86H,0.3046,0.0779,0.0779,0.0237,0.4605,0.0554,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_21,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00092,#N/A,44.2,71.84,27.1663,SST-TEX86H,0.302,0.0903,0.0903,0.0264,0.4154,0.0757,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_22,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00093,#N/A,46,73.27,25.0824,SST-TEX86H,0.3044,0.0896,0.0896,0.0308,0.4504,0.0351,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_23,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00094,#N/A,46.4,73.7,27.0162,SST-TEX86H,0.2463,0.0677,0.0604,0.0323,0.5441,0.0493,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_24,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00095,#N/A,46.8,74.14,26.8107,SST-TEX86H,0.2514,0.0853,0.0959,0.0235,0.4882,0.0557,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Alsenz2013_PAMA_25,Israel-onshore,PAMA Quarry,PAMA Quarry,31.07592,35.17248,RR00096,#N/A,48.2,75.52,26.7717,SST-TEX86H,0.2556,0.0795,0.076,0.0319,0.5024,0.0546,#N/A,Mesozoic,08_Cretaceous,"Alsenz et al. (2013) Palaeogeography, Palaeoclimatology, Palaeoecology",No,No,Pass,Alsenz et al. (2013),https://doi.org/10.1016/j.palaeo.2013.09.013
Auderset2019_001_94_609B_29_258.77,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00097,3884,258.77,3.97,25.4537,SST-TEX86H,0.5794,0.0766,0.1251,0.0036,0.2063,0.0089,0.3,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_002_94_609B_29_258.98,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00098,3884,258.98,3.97,27.1914,SST-TEX86H,0.58,0.0799,0.1563,0.0048,0.1695,0.0096,0.25,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_003_94_609B_29_259.37,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00099,3884,259.37,3.99,22.5223,SST-TEX86H,0.5271,0.0749,0.0861,0.0051,0.2936,0.013,0.23,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_004_94_609B_29_259.58,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00100,3884,259.58,3.99,20.7879,SST-TEX86H,0.5693,0.0704,0.0646,0.0063,0.2746,0.0148,0.22,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_005_94_609B_29_259.78,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00101,3884,259.78,4,21.2429,SST-TEX86H,0.5522,0.0768,0.0821,0.0043,0.2743,0.0103,0.24,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_006_94_609B_29_259.97,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00102,3884,259.97,4,17.6405,SST-TEX86H,0.6053,0.1008,0.0751,0.0125,0.1956,0.0107,0.03,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_007_94_609B_29_260.17,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00103,3884,260.17,4.01,23.5622,SST-TEX86H,0.5671,0.0843,0.1122,0.0039,0.2207,0.0119,0.31,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_008_94_609B_29_260.38,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00104,3884,260.38,4.01,27.9028,SST-TEX86H,0.529,0.0732,0.1516,0.0045,0.2291,0.0127,0.28,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_009_94_609B_29_260.58,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00105,3884,260.58,4.02,19.31,SST-TEX86H,0.392,0.112,0.0966,0.0068,0.3735,0.0191,0.35,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_010_94_609B_29_260.78,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00106,3884,260.78,4.02,19.8174,SST-TEX86H,0.7281,0.0886,0.0951,0.0018,0.0829,0.0036,0.39,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_011_94_609B_29_260.98,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00107,3884,260.98,4.03,21.3211,SST-TEX86H,0.5536,0.073,0.0733,0.0054,0.2809,0.0138,0.2,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_012_94_609B_29_261.18,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00108,3884,261.18,4.03,23.0991,SST-TEX86H,0.4329,0.0531,0.0548,0.0111,0.4364,0.0117,0.04,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_013_94_609B_29_261.38,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00109,3884,261.38,4.04,26.7443,SST-TEX86H,0.5499,0.0617,0.1057,0.0049,0.2626,0.0152,0.33,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_014_94_609B_29_261.6,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00110,3884,261.6,4.05,27.2504,SST-TEX86H,0.5754,0.054,0.0935,0.0051,0.2544,0.0176,0.38,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_015_94_609B_29_261.78,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00111,3884,261.78,4.07,28.7305,SST-TEX86H,0.4972,0.0552,0.121,0.0057,0.3074,0.0134,0.25,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_016_94_609B_29_261.98,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00112,3884,261.98,4.08,28.3795,SST-TEX86H,0.4296,0.0622,0.1297,0.008,0.3568,0.0138,0.36,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_017_94_609B_29_262.18,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00113,3884,262.18,4.1,26.2033,SST-TEX86H,0.5003,0.0639,0.1029,0.0065,0.3125,0.0139,0.21,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_018_94_609B_29_262.38,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00114,3884,262.38,4.11,27.9212,SST-TEX86H,0.4973,0.0649,0.1304,0.0049,0.2876,0.0148,0.17,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_019_94_609B_29_262.58,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00115,3884,262.58,4.13,24.1769,SST-TEX86H,0.4213,0.0633,0.0651,0.008,0.4142,0.0282,0.06,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_020_94_609B_29_262.78,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00116,3884,262.78,4.14,27.8677,SST-TEX86H,0.5772,0.0558,0.1119,0.0042,0.2387,0.0122,0.27,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_021_94_609B_29_262.99,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00117,3884,262.99,4.15,29.0981,SST-TEX86H,0.5123,0.0622,0.1441,0.0047,0.2604,0.0163,0.24,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_022_94_609B_29_263.16,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00118,3884,263.16,4.16,28.4348,SST-TEX86H,0.5518,0.054,0.1141,0.0043,0.262,0.0138,0.07,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_023_94_609B_29_263.37,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00119,3884,263.37,4.17,28.5315,SST-TEX86H,0.5249,0.0641,0.1431,0.004,0.2521,0.0118,0.3,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_024_94_609B_29_263.58,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00120,3884,263.58,4.18,22.995,SST-TEX86H,0.4437,0.0622,0.0655,0.0074,0.4042,0.0171,0.1,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_025_94_609B_29_263.78,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00121,3884,263.78,4.19,22.2215,SST-TEX86H,0.5593,0.0562,0.0527,0.0051,0.308,0.0186,0.18,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_026_94_609B_29_263.98,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00122,3884,263.98,4.2,25.2943,SST-TEX86H,0.456,0.0626,0.0865,0.0082,0.3706,0.0161,0.14,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_027_94_609B_29_264.18,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00123,3884,264.18,4.21,29.0663,SST-TEX86H,0.535,0.0604,0.1419,0.0046,0.2452,0.013,0.3,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_028_94_609B_29_264.38,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00124,3884,264.38,4.22,25.3593,SST-TEX86H,0.4529,0.0624,0.0846,0.005,0.3737,0.0215,0.46,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_029_94_609B_29_264.58,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00125,3884,264.58,4.24,21.3307,SST-TEX86H,0.4306,0.0574,0.0415,0.0093,0.4391,0.022,0.07,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_030_94_609B_29_264.78,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00126,3884,264.78,4.25,29.1558,SST-TEX86H,0.4596,0.0661,0.1559,0.0062,0.2978,0.0144,0.22,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_031_94_609B_29_264.98,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00127,3884,264.98,4.26,23.1386,SST-TEX86H,0.4911,0.0556,0.0557,0.0088,0.3719,0.0169,0.21,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_032_94_609B_29_265.2,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00128,3884,265.2,4.27,21.1696,SST-TEX86H,0.4588,0.0546,0.0454,0.0091,0.4182,0.0139,0.08,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_033_94_609B_29_265.38,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00129,3884,265.38,4.28,24.5432,SST-TEX86H,0.4189,0.0601,0.0721,0.0084,0.4216,0.0188,0.08,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_034_94_609B_29_265.56,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00130,3884,265.56,4.29,24.5262,SST-TEX86H,0.4815,0.063,0.0796,0.0063,0.3517,0.0179,0.17,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
Auderset2019_035_94_609B_29_265.76,IODP-offshore,609,Temperate North Atlantic,49.8778,-24.2382,RR00131,3884,265.76,4.3,23.7632,SST-TEX86H,0.5346,0.0578,0.0633,0.0063,0.3183,0.0196,0.3,Late Cenozoic,03_Pliocene,Auderset et al. (2019) EPSL,No,No,Pass,Auderset et al. (2019),https://doi.org/10.1016/j.epsl.2019.05.022
