Name,Region,Longitude,Latitude,Water depth (m),Annual mean SST (°C)a,Annual mean temperature 0-200 m (°C)a,fGDGT-0,fGDGT-1,fGDGT-2,fGDGT-3,fcren,fcren',fOH-GDGT-0,fOH-GDGT-1,fOH-GDGT-2,GDGT-0,GDGT-1,GDGT-2,GDGT-3,cren,cren',OH-GDGT-0,OH-GDGT-1,OH-GDGT-2,BITd,TEX86,RI-OH,RI-OH',OHC,%OH,TEX86OH,Lab,Methodse,MS infof,Reference paper,Reference paper for non-hydroxylated isoGDGTs
TRACOS2010-75 BC,East coast USA,-75.87,34.21,450,24.7,,0.28,0.06,0.06,0.01,0.56,0.03,0.27,0.36,0.36,1467418,323471,295298,77687,2978011,167642,26424,35049,34768,0.03,0.63,1.5,1.09,0.54,1.78,0.61,NIOZ,2,1,This study,
SJ62 BC,Gulf of Mexico,-88.01,29.17,468,24.5,,0.47,0.06,0.03,0.01,0.42,0.01,0.55,0.29,0.16,3782610,513508,242400,71183,3433327,89101,63218,33419,17956,0.01,0.44,1.35,0.61,0.33,1.39,0.41,NIOZ,2,1,This study,
64PE275-30-2,North Atlantic,-26.55,57.37,,9.6,8.6,0.48,0.06,0.03,0,0.42,0.01,0.76,0.16,0.08,6422973,773647,381183,53586,5614793,130073,282495,59058,28505,0.01,0.42,1.33,0.31,0.17,2.69,0.35,NIOZ,2,1,This study,
64PE275-3-10,North Atlantic,-27.91,57.45,,9.4,8.4,0.48,0.06,0.03,0,0.43,0.01,0.78,0.16,0.07,71780668,8491359,4152243,577416,64404033,1337393,3535254,704545,297241,0,0.42,1.3,0.29,0.13,2.92,0.34,NIOZ,2,1,This study,
64PE275-6-1,North Atlantic,-38.86,59.35,,6.2,5,0.48,0.05,0.02,0,0.45,0.01,0.84,0.12,0.04,7960131,780505,307115,48968,7517282,118101,528770,76401,25671,0.01,0.38,1.25,0.2,-0.03,3.63,0.27,NIOZ,2,1,This study,
64PE275-9-1,North Atlantic,-39.66,59.25,,6.1,4.9,0.48,0.05,0.02,0,0.44,0.01,0.84,0.12,0.04,5782613,579530,237573,37198,5390251,89396,391077,56268,18988,0.02,0.39,1.25,0.2,-0.02,3.71,0.27,NIOZ,2,1,This study,
64PE275-9,North Atlantic,-39.66,59.25,,6.1,4.9,0.47,0.04,0.02,0,0.46,0.01,0.84,0.12,0.04,16129459,1472558,598244,97348,16100923,234959,1110347,153067,51200,0.01,0.39,1.25,0.19,-0.05,3.66,0.26,NIOZ,2,1,This study,
64PE275-30-2,North Atlantic,-26.55,57.37,,9.6,8.6,0.48,0.06,0.03,0,0.43,0.01,0.77,0.16,0.07,11141605,1328349,640301,98492,9978525,217793,514208,110239,47242,0.01,0.42,1.3,0.3,0.15,2.79,0.34,NIOZ,2,1,This study,
SO161-5 106,Chilean margin,-74.08,-38.28,69,13.7,10.9,0.45,0.03,0.01,0.01,0.5,0.01,0.72,0.21,0.07,4152585,281217,120750,51506,4596088,53184,208990,59571,20434,0.07,0.44,1.26,0.35,0.02,3.03,0.32,NIOZ,2,1,This study,
SO161-5 107,Chilean margin,-74.08,-38.33,52,13.7,10.9,0.5,0.04,0.01,0.01,0.44,0.01,0.7,0.22,0.08,1011756,77125,30417,12685,884907,12129,29159,9217,3520,0.09,0.42,1.28,0.39,0.15,2.02,0.34,NIOZ,2,1,This study,
SO161-5 109,Chilean margin,-74.04,-38.35,55,13.7,10.9,0.51,0.04,0.01,0.01,0.43,0,0.7,0.22,0.08,1250319,88351,33797,13125,1047062,11642,33326,10432,4021,0.06,0.4,1.28,0.39,0.13,1.92,0.32,NIOZ,2,1,This study,
SO161-5 120,Chilean margin,-73.03,-36,352,13,9.8,0.39,0.04,0.03,0.01,0.52,0.01,0.67,0.25,0.09,16105522,1741456,1058735,217485,21401294,462284,653091,242375,83427,0.03,0.5,1.26,0.42,0.24,2.33,0.42,NIOZ,2,1,This study,
SO161-5 122,Chilean margin,-72.98,-36,283,13,9.8,0.3,0.03,0.02,0,0.64,0.01,0.66,0.24,0.1,15334088,1446916,859978,244108,33324097,604726,752312,277366,116479,0.04,0.54,1.3,0.45,0.22,2.16,0.44,NIOZ,2,1,This study,
SO161-5 77,Chilean margin,-74.03,-39.85,286,13.6,11,0.45,0.04,0.02,0,0.48,0.01,0.72,0.21,0.07,15536428,1308048,661179,171238,16727248,249040,758038,216200,71678,0.04,0.45,1.25,0.34,0.09,2.93,0.34,NIOZ,2,1,This study,
SO161-5 78,Chilean margin,-74,-39.85,180,13.6,11,0.44,0.03,0.02,0,0.5,0.01,0.72,0.21,0.07,14421206,1088700,529241,162263,16156419,213827,808070,233144,75247,0.04,0.45,1.24,0.34,0.03,3.31,0.32,NIOZ,2,1,This study,
SO161-5 83,Chilean margin,-73.9,-39.85,127,12.7,7.4,0.46,0.03,0.01,0,0.48,0.01,0.72,0.21,0.07,27117679,1978275,874629,280600,27769593,307430,1588219,455039,150633,0.03,0.43,1.25,0.34,-0.02,3.62,0.29,NIOZ,2,1,This study,
SO161-5 84,Chilean margin,-73.82,-39.66,86,12.7,7.4,0.46,0.03,0.01,0,0.49,0,0.74,0.19,0.07,9779018,634817,273141,101980,10464980,105287,497864,131065,45267,0.04,0.43,1.26,0.33,-0.01,3.06,0.3,NIOZ,2,1,This study,
SO161-5 86,Chilean margin,-73.62,-39.66,67,12.7,7.4,0.51,0.03,0.01,0,0.44,0,0.77,0.18,0.05,15658894,906026,357677,137345,13574700,112514,526222,120156,35968,0.05,0.4,1.23,0.28,0.04,2.17,0.3,NIOZ,2,1,This study,
SO161-5 42,Chilean margin,-73.94,-38.74,210,13.7,10.9,0.42,0.04,0.02,0,0.51,0.01,0.71,0.22,0.08,17652946,1503087,768023,206863,21508136,320441,904334,280197,96640,0.04,0.46,1.26,0.37,0.1,2.96,0.35,NIOZ,2,1,This study,
SO161-5 43,Chilean margin,-73.9,-38.75,184,13.7,10.9,0.36,0.03,0.02,0,0.58,0.01,0.69,0.23,0.09,6473924,526098,270808,88493,10529413,158448,366965,120046,45602,0.04,0.5,1.28,0.4,0.1,2.87,0.37,NIOZ,2,1,This study,
SO161-5 1,Chilean margin,-73.73,-36.95,512,13,9.8,0.44,0.04,0.02,0,0.49,0.01,0.7,0.23,0.08,25710390,2486888,1340072,278027,28676809,469706,830945,273756,90275,0.02,0.46,1.25,0.38,0.22,1.99,0.39,NIOZ,2,1,This study,
SO161-5 14,Chilean margin,-73.22,-36.21,168,13,9.8,0.31,0.03,0.01,0,0.63,0.01,0.67,0.24,0.09,24706270,2100043,1161223,343438,49918980,714112,1188316,418408,157887,0.03,0.51,1.27,0.42,0.17,2.19,0.4,NIOZ,2,1,This study,
SO161-5 8,Chilean margin,-77.84,-36.12,2466,15.7,12.4,0.43,0.07,0.04,0,0.45,0.01,0.7,0.22,0.08,53140043,8340337,4583162,572137,56057734,1603849,1272436,390909,150507,0.01,0.45,1.28,0.38,0.32,1.44,0.41,NIOZ,2,1,This study,
,South Pacific,-164.8,-68.73,,-0.2,-0.5,0.55,0.05,0.02,0,0.37,0.01,0.86,0.11,0.03,0.55,0.05,0.02,0,0.37,0.01,,,,,0.39,1.21,0.17,,7.8,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-91.17,-65.4,,0.5,-0.2,0.53,0.07,0.02,0,0.37,0.01,0.9,0.09,0.01,0.53,0.07,0.02,0,0.37,0.01,,,,,0.3,1.13,0.12,,8.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-143.8,-64.97,,-0.9,-1,0.59,0.07,0.02,0,0.32,0.01,,,,0.59,0.07,0.02,0,0.32,0.01,,,,,0.29,,,,3.8,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-89.49,-63,,2.3,1.7,0.45,0.08,0.03,0,0.42,0.01,0.8,0.15,0.05,0.45,0.08,0.03,0,0.42,0.01,,,,,0.38,1.25,0.25,,13.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,23,-61.5,,0.1,-0.2,0.58,0.05,0.02,0,0.34,0.01,0.85,0.12,0.03,0.58,0.05,0.02,0,0.34,0.01,,,,,0.34,1.18,0.18,,9.3,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-159.59,-61.05,,0.9,0.2,0.55,0.06,0.03,0,0.36,0.01,0.81,0.14,0.06,0.55,0.06,0.03,0,0.36,0.01,,,,,0.39,1.29,0.25,,5.7,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-115.98,-60.77,,2.3,2,0.52,0.07,0.03,0,0.37,0.01,0.81,0.13,0.05,0.52,0.07,0.03,0,0.37,0.01,,,,,0.4,1.29,0.24,,5.5,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-171.36,-59.7,,3.5,2.8,0.53,0.07,0.03,0,0.35,0.01,0.82,0.13,0.06,0.53,0.07,0.03,0,0.35,0.01,,,,,0.42,1.3,0.24,,6.1,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-53.99,-57.15,,2.1,1.3,0.56,0.05,0.02,0,0.35,0.01,0.81,0.19,0,0.56,0.05,0.02,0,0.35,0.01,,,,,0.37,1,0.19,,12.5,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,23.01,-56.51,,0,-0.2,0.58,0.05,0.02,0,0.34,0.01,0.83,0.13,0.04,0.58,0.05,0.02,0,0.34,0.01,,,,,0.34,1.22,0.21,,9.3,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-89.55,-53.29,,7,6.2,0.55,0.05,0.03,0,0.35,0.01,0.83,0.12,0.06,0.55,0.05,0.03,0,0.35,0.01,,,,,0.4,1.33,0.23,,6.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South Pacific,-85.69,-50.75,,7.7,6.5,0.5,0.07,0.04,0,0.38,0.01,0.75,0.13,0.11,0.5,0.07,0.04,0,0.38,0.01,,,,,0.43,1.46,0.36,,5,,UAB Barcelona,12,6,"Huguet et al., 2013",
,New Zealand,177.15,-45.76,,11,8.7,0.5,0.07,0.04,0,0.38,0.01,0.72,0.2,0.08,0.5,0.07,0.04,0,0.38,0.01,,,,,0.45,1.29,0.36,,3.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Central South Atlantic,8.97,-42.87,,10.3,9.4,0.45,0.07,0.04,0,0.42,0.02,0.72,0.19,0.08,0.45,0.07,0.04,0,0.42,0.02,,,,,0.48,1.31,0.36,,13.6,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Chilean margin,-73.65,-32.59,,15.7,12.2,0.42,0.08,0.06,0,0.42,0.02,0.8,0.13,0.07,0.42,0.08,0.06,0,0.42,0.02,,,,,0.49,1.33,0.27,,2.7,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Rio Grande Rise,-35.66,-29.92,,21.9,18.8,0.28,0.06,0.07,0,0.57,0.02,0.84,0.12,0.04,0.28,0.06,0.07,0,0.57,0.02,,,,,0.62,1.27,0.21,,2.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Equatorial Atlantic,-10.75,-5.78,,25.9,18.4,0.3,0.07,0.07,0,0.5,0.05,0.66,0.21,0.13,0.3,0.07,0.07,0,0.5,0.05,,,,,0.64,1.39,0.48,,1.7,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Eastern South Atlantic,10.44,-5.18,,25.8,17.4,0.35,0.08,0.08,0.01,0.44,0.03,0.56,0.2,0.24,0.35,0.08,0.08,0.01,0.44,0.03,,,,,0.62,1.55,0.68,,2.6,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Equatorial Atlantic,-37.72,-3.67,,27.3,22.7,0.36,0.08,0.08,0.01,0.45,0.03,0.58,0.22,0.19,0.36,0.08,0.08,0.01,0.45,0.03,,,,,0.6,1.47,0.61,,2.6,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Equatorial Atlantic,-11.88,-1.2,,25.8,17.6,0.35,0.08,0.09,0.02,0.44,0.03,0.38,0.26,0.36,0.35,0.08,0.09,0.02,0.44,0.03,,,,,0.63,1.58,0.97,,1.5,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Equatorial Pacific,-133.6,1.3,,26.5,19.7,0.2,0.07,0.12,0.02,0.53,0.05,0.19,0.29,0.52,0.2,0.07,0.12,0.02,0.53,0.05,,,,,0.74,1.64,1.32,,1.4,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Indian Ocean,73.28,4.93,,28.8,22,0.27,0.07,0.11,0.01,0.48,0.06,0.55,0.23,0.21,0.27,0.07,0.11,0.01,0.48,0.06,,,,,0.73,1.48,0.66,,2.2,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Indian Ocean,90.35,5.38,,28.6,22.2,0.21,0.07,0.11,0.02,0.54,0.05,0.51,0.17,0.32,0.21,0.07,0.11,0.02,0.54,0.05,,,,,0.73,1.65,0.8,,2.4,,UAB Barcelona,12,6,"Huguet et al., 2013",
,South China Sea,112.21,6.16,,28.6,21.9,0.34,0.08,0.09,0.01,0.45,0.04,0.59,0.21,0.2,0.34,0.08,0.09,0.01,0.45,0.04,,,,,0.61,1.49,0.61,,2.7,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Tropical Atlantic,-21.03,18.08,,22.7,17.7,0.15,0.06,0.13,0.02,0.55,0.08,0.41,0.21,0.38,0.15,0.06,0.13,0.02,0.55,0.08,,,,,0.8,1.65,0.97,,0.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Red Sea,34.68,27.71,,25.7,23,0.35,0.07,0.07,0.01,0.47,0.03,0.56,0.27,0.17,0.35,0.07,0.07,0.01,0.47,0.03,,,,,0.6,1.38,0.61,,4.3,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Sargasso Sea,-75.42,31.67,,24.3,21.5,0.42,0.09,0.06,0.01,0.4,0.02,0.64,0.26,0.1,0.42,0.09,0.06,0.01,0.4,0.02,,,,,0.51,1.29,0.46,,3.1,,UAB Barcelona,12,6,"Huguet et al., 2013",
,North Pacific,-119.98,32.83,,15.9,11.1,0.3,0.07,0.08,0.02,0.5,0.03,0.45,0.28,0.27,0.3,0.07,0.08,0.02,0.5,0.03,,,,,0.65,1.49,0.82,,2.8,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Mediterranean,2.2,40.13,,18.4,14.1,0.33,0.08,0.09,0.01,0.47,0.02,0.48,0.3,0.22,0.33,0.08,0.09,0.01,0.47,0.02,,,,,0.59,1.42,0.74,,1.5,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Mediterranean,3.54,40.58,,18.5,14.3,0.34,0.07,0.09,0.01,0.46,0.03,0.63,0.16,0.21,0.34,0.07,0.09,0.01,0.46,0.03,,,,,0.64,1.56,0.57,,1.7,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Mediterranean,2.08,40.91,,18.4,14.1,0.41,0.07,0.04,0.01,0.46,0.01,0.51,0.32,0.18,0.41,0.07,0.04,0.01,0.46,0.01,,,,,0.48,1.36,0.67,,1.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Arctic,-5,78.8,,-1.1,-0.9,0.61,0.03,0.01,0,0.33,0.01,0.92,0.07,0.02,0.61,0.03,0.01,0,0.33,0.01,,,,,0.44,1.21,0.1,,8.4,,UAB Barcelona,11,6,"Huguet et al., 2013",
,Arctic,-5.6,78.8,,-1.1,-0.9,0.62,0.03,0.01,0,0.32,0.02,0.93,0.06,0.02,0.62,0.03,0.01,0,0.32,0.02,,,,,0.52,1.23,0.09,,9.9,,UAB Barcelona,11,6,"Huguet et al., 2013",
,Arctic,4.6,79.1,,1.8,2.5,0.57,0.03,0.01,0,0.37,0.02,0.9,0.09,0.02,0.57,0.03,0.01,0,0.37,0.02,,,,,0.49,1.16,0.12,,7.6,,UAB Barcelona,11,6,"Huguet et al., 2013",
,Arctic,5.9,80.5,,0.6,2.6,0.58,0.03,0.01,0,0.36,0.02,0.91,0.08,0.02,0.58,0.03,0.01,0,0.36,0.02,,,,,0.56,1.17,0.11,,7.9,,UAB Barcelona,11,6,"Huguet et al., 2013",
,Arctic,152.1,86.53,,-1.6,-0.9,0.57,0.05,0.02,0,0.33,0.01,0.84,0.09,0.06,0.57,0.05,0.02,0,0.33,0.01,,,,,0.42,1.41,0.22,,7.9,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Arctic,-145.71,87.01,,0,-1.1,0.55,0.06,0.02,0,0.35,0.02,0.83,0.09,0.09,0.55,0.06,0.02,0,0.35,0.02,,,,,0.37,1.5,0.26,,7.8,,UAB Barcelona,12,6,"Huguet et al., 2013",
,Arctic,104.66,87.07,,-1.8,-1,0.53,0.04,0.02,0.01,0.39,0.02,0.92,0.06,0.02,0.53,0.04,0.02,0.01,0.39,0.02,,,,,0.48,1.19,0.09,,9.7,,UAB Barcelona,12,6,"Huguet et al., 2013",
ZSQD130,South China Sea,116.46,17.43,3965,27.2,20.5,0.28,0.07,0.09,0.01,0.51,0.05,0.52,0.19,0.29,0.28,0.07,0.09,0.01,0.51,0.05,,,,,0.67,1.61,0.77,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HS175,South China Sea,115.53,19.17,2595,26.6,20.5,0.27,0.07,0.09,0.01,0.51,0.05,0.43,0.23,0.34,0.27,0.07,0.09,0.01,0.51,0.05,,,,,0.66,1.59,0.91,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HD146,South China Sea,118.84,22.11,1047,26.1,,0.25,0.08,0.09,0.02,0.52,0.04,0.3,0.28,0.42,0.25,0.08,0.09,0.02,0.52,0.04,,,,,0.66,1.6,1.13,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
STD328,South China Sea,118.28,23.29,41,22.7,,0.22,0.07,0.05,0.02,0.62,0.01,0.18,0.27,0.55,0.22,0.07,0.05,0.02,0.62,0.01,,,,,0.54,1.67,1.38,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
GX126,South China Sea,120.44,20.09,3845,27.3,22.5,0.27,0.07,0.09,0.01,0.51,0.05,0.47,0.19,0.34,0.27,0.07,0.09,0.01,0.51,0.05,,,,,0.67,1.64,0.87,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
STD27,South China Sea,114.31,21.45,71,25.1,,0.23,0.07,0.05,0.02,0.62,0.01,0.16,0.31,0.53,0.23,0.07,0.05,0.02,0.62,0.01,,,,,0.55,1.63,1.37,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
ZJ13,South China Sea,113.86,12.15,4387,28.1,21.2,0.32,0.08,0.08,0.01,0.47,0.03,0.38,0.31,0.31,0.32,0.08,0.08,0.01,0.47,0.03,,,,,0.62,1.5,0.94,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
STD330,South China Sea,118.54,22.82,39,26.1,,0.18,0.07,0.06,0.03,0.64,0.01,0.12,0.24,0.64,0.18,0.07,0.06,0.03,0.64,0.01,,,,,0.58,1.72,1.52,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
ZSQD164,South China Sea,117.02,16.35,4090,27.7,20.9,0.27,0.07,0.09,0.01,0.51,0.05,0.55,0.2,0.25,0.27,0.07,0.09,0.01,0.51,0.05,,,,,0.67,1.55,0.7,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HYD26,South China Sea,114.48,12.13,4399,28.1,21.4,0.31,0.08,0.08,0.01,0.48,0.03,0.33,0.33,0.34,0.31,0.08,0.08,0.01,0.48,0.03,,,,,0.6,1.5,1.01,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HYD145,South China Sea,116.7,12.43,3936,28.3,21.8,0.3,0.07,0.09,0.01,0.48,0.05,0.63,0.17,0.19,0.3,0.07,0.09,0.01,0.48,0.05,,,,,0.69,1.53,0.56,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HS13,South China Sea,115.14,19.96,971,26.6,20.5,0.24,0.07,0.09,0.01,0.55,0.05,0.29,0.34,0.38,0.24,0.07,0.09,0.01,0.55,0.05,,,,,0.69,1.53,1.09,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HYD114  ,South China Sea,116.15,12.95,4349,28.3,21.8,0.28,0.07,0.09,0.01,0.52,0.03,0.36,0.31,0.33,0.28,0.07,0.09,0.01,0.52,0.03,,,,,0.64,1.52,0.97,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
ZJ81  ,South China Sea,112.78,12.14,4320,28,21,0.29,0.07,0.07,0.01,0.52,0.03,0.32,0.34,0.34,0.29,0.07,0.07,0.01,0.52,0.03,,,,,0.61,1.51,1.02,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
ZSQD97 ,South China Sea,115.89,18.25,3784,26.9,20.4,0.27,0.08,0.09,0.01,0.51,0.05,0.43,0.24,0.33,0.27,0.08,0.09,0.01,0.51,0.05,,,,,0.65,1.59,0.9,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
STD332 ,South China Sea,118.7,22.49,79,26.1,,0.22,0.08,0.06,0.02,0.6,0.02,0.13,0.25,0.61,0.22,0.08,0.06,0.02,0.6,0.02,,,,,0.58,1.71,1.48,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
ZSQD113,South China Sea,116.17,17.98,3890,27.2,20.5,0.26,0.08,0.09,0.01,0.52,0.05,0.43,0.27,0.3,0.26,0.08,0.09,0.01,0.52,0.05,,,,,0.66,1.52,0.87,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
ZSQD180,South China Sea,117.31,16.09,3960,27.7,20.9,0.3,0.07,0.09,0.01,0.48,0.05,0.62,0.16,0.22,0.3,0.07,0.09,0.01,0.48,0.05,,,,,0.66,1.57,0.59,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
STD29,South China Sea,114.47,21.12,83,25.1,,0.26,0.07,0.05,0.02,0.58,0.02,0.18,0.32,0.5,0.26,0.07,0.05,0.02,0.58,0.02,,,,,0.54,1.61,1.33,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HYD161 ,South China Sea,116.96,12.15,3061,28.3,21.8,0.24,0.07,0.1,0.01,0.53,0.05,0.51,0.2,0.29,0.24,0.07,0.1,0.01,0.53,0.05,,,,,0.7,1.59,0.78,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HYD41 ,South China Sea,114.76,12.15,4405,28.1,21.4,0.32,0.08,0.09,0.01,0.47,0.03,0.32,0.34,0.35,0.32,0.08,0.09,0.01,0.47,0.03,,,,,0.62,1.51,1.03,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HS169 ,South China Sea,115.4,19.38,2370,26.6,20.5,0.28,0.08,0.09,0.01,0.5,0.05,0.44,0.22,0.34,0.28,0.08,0.09,0.01,0.5,0.05,,,,,0.66,1.61,0.9,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
STD31,South China Sea,114.66,20.78,102,25.8,15.4,0.23,0.08,0.06,0.02,0.59,0.02,0.16,0.28,0.56,0.23,0.08,0.06,0.02,0.59,0.02,,,,,0.58,1.67,1.4,,,,BGEG Wuhan,13,2,"Yang et al., 2018",
HI-A,Rhone delta,3.65,42.57,334,16.7,13.8,0.38,0.06,0.03,0.01,0.51,0.01,0.44,0.34,0.22,9415906,1515267,832502,234610,12648368,346861,229427,176072,114990,0.02,0.48,1.4,0.78,0.34,2.04,0.45,NIOZ,2,1,This study,"Kim et al., 2010"
HI-B,Rhone delta,3.85,42.44,1022,16.8,13.8,0.34,0.06,0.05,0.01,0.52,0.02,0.48,0.33,0.2,35270200,6201545,5001488,829745,53499655,2312920,728267,501784,302910,0.01,0.57,1.38,0.72,0.47,1.46,0.54,NIOZ,2,1,This study,"Kim et al., 2010"
HI-D,Rhone delta,3.4,42.57,434,16.7,13.8,0.41,0.06,0.03,0.01,0.49,0.01,0.47,0.33,0.19,10981583,1475804,679529,223865,12912985,249144,240906,169687,97267,0.02,0.44,1.36,0.72,0.29,1.88,0.4,NIOZ,2,1,This study,"Kim et al., 2010"
HI-E,Mediterranean,3.53,42.44,990,16.8,13.8,0.36,0.06,0.04,0.01,0.5,0.02,0.53,0.35,0.12,661496,111348,77230,17878,909742,37425,16484,10959,3648,0.03,0.54,1.25,0.59,0.42,1.68,0.51,NIOZ,2,1,This study,"Kim et al., 2010"
HI-F,Rhone delta,3.82,42.37,1497,16.8,13.8,0.27,0.05,0.05,0.01,0.59,0.03,0.46,0.33,0.22,1853045,355620,308777,55254,4066678,198664,64083,45914,30354,0.02,0.61,1.4,0.76,0.47,2.01,0.57,NIOZ,2,1,This study,"Kim et al., 2010"
HI-L,Rhone delta,4.67,42.08,2330,17,13.8,0.32,0.07,0.07,0.01,0.5,0.03,0.49,0.32,0.19,1216534,252518,265215,30411,1889833,128331,23941,15861,9103,0.02,0.63,1.36,0.7,0.55,1.28,0.61,NIOZ,2,1,This study,"Kim et al., 2010"
HI-M,Rhone delta,3.58,42.15,398,16.9,13.8,0.38,0.06,0.03,0.01,0.51,0.01,0.45,0.34,0.21,25515844,3789059,2185491,588624,34493110,893490,679858,502223,313357,0.03,0.49,1.38,0.75,0.33,2.17,0.45,NIOZ,2,1,This study,"Kim et al., 2010"
HII-C',Rhone delta,4.2,42.36,1530,16.8,13.8,0.31,0.06,0.07,0.01,0.52,0.03,0.47,0.33,0.2,7777246,1598309,1631842,181044,12822415,723891,123474,85152,51368,0.01,0.61,1.38,0.72,0.55,1.04,0.6,NIOZ,2,1,This study,"Kim et al., 2010"
HII-G',Rhone delta,3.61,42.31,950,16.8,13.8,0.34,0.06,0.05,0.01,0.52,0.02,0.47,0.33,0.2,26971554,4805744,3570230,649458,41010463,1602885,525510,364303,223404,0.01,0.55,1.38,0.73,0.45,1.4,0.52,NIOZ,2,1,This study,"Kim et al., 2010"
HII-H',Rhone delta,3.82,42.22,1500,16.8,13.8,0.34,0.06,0.05,0.01,0.52,0.02,0.46,0.33,0.21,14723191,2561631,2029705,343303,22144661,898539,274936,199460,124340,0.01,0.56,1.38,0.75,0.47,1.38,0.54,NIOZ,2,1,This study,"Kim et al., 2010"
HII-I',Rhone delta,4.27,42.22,1880,16.9,13.8,0.32,0.06,0.06,0.01,0.52,0.03,0.49,0.32,0.19,5364042,1051943,969246,133113,8657905,448948,105123,69336,42247,0.01,0.6,1.38,0.71,0.51,1.29,0.57,NIOZ,2,1,This study,"Kim et al., 2010"
HII-L',Rhone delta,4.67,42.08,2300,17,13.8,0.3,0.06,0.07,0.01,0.53,0.03,0.48,0.32,0.19,28977152,6013696,6754495,644344,50941929,3178062,564299,378028,221656,0.01,0.64,1.37,0.71,0.56,1.19,0.62,NIOZ,2,1,This study,"Kim et al., 2010"
HII-N',Rhone delta,3.78,42.13,1000,16.9,13.8,0.38,0.06,0.04,0.01,0.5,0.01,0.46,0.34,0.2,24066419,3620554,2240262,506775,31580219,885861,521266,381556,224144,0.02,0.5,1.37,0.74,0.37,1.76,0.47,NIOZ,2,1,This study,"Kim et al., 2010"
HII-O',Rhone delta,4.04,42.12,1880,16.9,13.8,0.28,0.06,0.06,0.01,0.56,0.03,0.45,0.34,0.21,2399318,482641,494025,61043,4767381,267578,49551,37267,23347,0.02,0.63,1.39,0.76,0.55,1.28,0.61,NIOZ,2,1,This study,"Kim et al., 2010"
HII-PLA,Rhone delta,5.2,43.02,1095,17.2,13.8,0.34,0.06,0.05,0.01,0.52,0.02,0.47,0.33,0.21,25518350,4570717,3698581,589296,38372825,1654441,482619,336012,212635,0.01,0.57,1.39,0.74,0.47,1.37,0.54,NIOZ,2,1,This study,"Kim et al., 2010"
HII-MIN,Rhone delta,4.03,40.49,2370,18.8,14.5,0.31,0.06,0.07,0.01,0.52,0.03,0.48,0.32,0.2,27852827,5705999,5795625,644921,45821493,2618065,489162,327933,199396,0.01,0.61,1.38,0.71,0.54,1.14,0.59,NIOZ,2,1,This study,"Kim et al., 2010"
